ID_OREGANO:18333	PHARMGKB	MESH	 SNOMEDCT	 UMLS	 NDFRT	 MEDDRA	SNOMEDCT	NDFRT	 MESH	MEDDRA	UMLS	ORPHANET	ICD-11	ICD-10	OMIM	GARD
DISEASE:12507												589830	8C71.0	G71.1		
DISEASE:12508												99704		E66.8		
DISEASE:12509												589905		Q87.8		
DISEASE:12510												589856		Q87.8		
DISEASE:12511												99706				
DISEASE:12512												99710		L85.8		
DISEASE:12514												99749	4B00.00	D70		302
DISEASE:12517												99731	5C50.B	E72.1		5062
DISEASE:12518												99732	5C50.B	E72.1		3705
DISEASE:12519												99735	8C71.2	G71.1		
DISEASE:12520												99736	8C71.2	G71.1		
DISEASE:12523												98820	8A61.4Y	G40.0		
DISEASE:12525												98816		G40.0		
DISEASE:12526												98815		G40.0		
DISEASE:12532												98808	8A02.11	G24.1		9817
DISEASE:12534												98837		C95.0		
DISEASE:12537												98836		C95.0		
DISEASE:12542												98829	2A60.0	C92.5		536
DISEASE:12543												98827	2A37	D46.7		
DISEASE:12544												98825	2A44	C94.6		
DISEASE:12555												589608		Q82.4		
DISEASE:12557												589595	2A61	C92.6		
DISEASE:12558												98868	3A10.Y	D58.1		
DISEASE:12560												589618		G24.8		
DISEASE:12562												589534	2A61	C92.7		
DISEASE:12564												589527	8A03.16	G11.8		
DISEASE:12565												98864		D58.1		
DISEASE:12566												589547		G93.4		
DISEASE:12567												98865		D58.1		
DISEASE:12568												589542	2A22	D47.1		
DISEASE:12569												98866				
DISEASE:12570												589442		Q87.8		
DISEASE:12571												589435		Q87.8		
DISEASE:12572												589522	8A03.16	G11.8		
DISEASE:12574												589515		G11.8		
DISEASE:12579												98885	3B62.Y	D69.8		
DISEASE:12581												98872	3A61	D60.0		10898
DISEASE:12585												98902	8C72.00	G71.2		8334
DISEASE:12588												98888				
DISEASE:12593												98911		G71.8		
DISEASE:12595												98913		G70.2		10108;9895
DISEASE:12597												98915		G70.2		
DISEASE:12598												98918	8C01.0	G61.0		
DISEASE:12599												98917	8C01.0	G61.0		
DISEASE:12604												98910				
DISEASE:12606												98932				
DISEASE:12607												98933	8D87.01	G23.2		
DISEASE:12610												98922		Q03.1		
DISEASE:12611												98941				
DISEASE:12612												98942	LA13.1	Q14.8		
DISEASE:12614												98949	LA14.01	Q11.2		
DISEASE:12615												98950	LA14.01	Q11.2		
DISEASE:12616												98947	LA13.76	Q14.2		1438
DISEASE:12618												98945	LA13.2	Q14.8		1436
DISEASE:12622												98958	9A70.Y	H18.4		
DISEASE:12626												98951	9A03.00	Q07.8		
DISEASE:12638												98968		H18.5		
DISEASE:12643												98981	9A90.2	H21.2		
DISEASE:12649												98987				
DISEASE:12650												98990	LA12.1	Q12.0		
DISEASE:12653												98983				
DISEASE:12654												98986				
DISEASE:12657												98992		Q12.0		
DISEASE:12661												99001	9B70	H35.5		
DISEASE:12664												99003	9B70	H35.5		
DISEASE:12665												99004	9B70	H35.5		
DISEASE:12668												99012				
DISEASE:12670												99022				
DISEASE:12671												585867	2A60.0	C92.7		
DISEASE:12672												585877		C91.0		
DISEASE:12673												585909	2A70.1	C91.0		
DISEASE:12674												585936	2A70.Y	C91.0		
DISEASE:12675												585942		C91.0		
DISEASE:12676												585918	2A70.Y	C91.0		
DISEASE:12677												585929	2A70.Y	C91.0		
DISEASE:12679												585956	2A70.Y	C91.0		
DISEASE:12680												585948	2A70.Y	C91.0		
DISEASE:12681												586130	6D85.5	A81.9		
DISEASE:12682												99042		Q20.3		
DISEASE:12686												99046	LA85.21	Q20.1		
DISEASE:12687												99048		Q22.2		
DISEASE:12689												99050		Q25.7		4586
DISEASE:12690												99049		Q25.7		
DISEASE:12691												99052		Q24.4		
DISEASE:12692												99051		Q24.4		
DISEASE:12693												99053	LA8A.Y	Q24.4		
DISEASE:12694												99056		Q22.8		
DISEASE:12695												99055		Q22.8		
DISEASE:12698												99060	LA87.1Y	Q23.3		
DISEASE:12699												99059	LA87.1Y	Q23.2		
DISEASE:12700												99062		Q23.3		
DISEASE:12701												99061	LA87.1Y	Q23.8		
DISEASE:12702												98609				
DISEASE:12704												98608				
DISEASE:12705												98613				
DISEASE:12706												98614				
DISEASE:12707												98611				
DISEASE:12708												98612				
DISEASE:12709												98601				
DISEASE:12711												98599				
DISEASE:12712												98600				
DISEASE:12713												98605				
DISEASE:12715												98603				
DISEASE:12717												98594				
DISEASE:12718												98593				
DISEASE:12719												98592				
DISEASE:12720												98591				
DISEASE:12721												98598				
DISEASE:12722												98597				
DISEASE:12723												98596				
DISEASE:12724												98595				
DISEASE:12725												98586				
DISEASE:12726												98585				
DISEASE:12727												98584				
DISEASE:12728												98583				
DISEASE:12729												98590				
DISEASE:12730												98589				
DISEASE:12731												98588				
DISEASE:12732												98587				
DISEASE:12734												98576				
DISEASE:12735												98577				
DISEASE:12736												98579				
DISEASE:12737												98580				
DISEASE:12738												98581				
DISEASE:12739												98582				
DISEASE:12740												98567				
DISEASE:12741												98568				
DISEASE:12742												98569				
DISEASE:12744												98571		H02.1		
DISEASE:12745												98572				
DISEASE:12746												98573				
DISEASE:12747												98574				
DISEASE:12749												98559				
DISEASE:12751												98561				
DISEASE:12752												98564				
DISEASE:12753												98563				
DISEASE:12754												98566				
DISEASE:12755												98565				
DISEASE:12756												98554				
DISEASE:12757												98553				
DISEASE:12758												98555				
DISEASE:12759												98558				
DISEASE:12760												98557				
DISEASE:12761												98677				
DISEASE:12762												98678				
DISEASE:12763												98675				
DISEASE:12764												98676		H47.2		
DISEASE:12765												98673	9C40.8	H47.2		9890
DISEASE:12767												98669				
DISEASE:12768												98670				
DISEASE:12769												98667				
DISEASE:12770												98668				
DISEASE:12771												98665				
DISEASE:12772												98666				
DISEASE:12773												98664				
DISEASE:12774												98662				
DISEASE:12775												98661				
DISEASE:12776												98658		H53.5		
DISEASE:12777												98657				
DISEASE:12778												98655				
DISEASE:12779												98653				
DISEASE:12780												98652				
DISEASE:12781												98650				
DISEASE:12782												98649				
DISEASE:12783												98648				
DISEASE:12784												98647				
DISEASE:12785												98643				
DISEASE:12786												98644				
DISEASE:12787												98645				
DISEASE:12788												98646				
DISEASE:12789												98639				
DISEASE:12791												98641				
DISEASE:12792												98642				
DISEASE:12793												98635				
DISEASE:12794												98636				
DISEASE:12795												98637				
DISEASE:12796												98638				
DISEASE:12797												98631				
DISEASE:12798												98632				
DISEASE:12799												98633				
DISEASE:12800												98634				2978;3026
DISEASE:12801												98628				
DISEASE:12802												98627				
DISEASE:12803												98629				
DISEASE:12804												98623				
DISEASE:12807												98620				
DISEASE:12809												98622				
DISEASE:12810												98621				
DISEASE:12811												98616				
DISEASE:12812												98615				
DISEASE:12814												98617				
DISEASE:12815												583602		Q87.8		
DISEASE:12816												98730				
DISEASE:12817												583607		Q87.8		
DISEASE:12818												98729				
DISEASE:12819												583595	5C50.6	E72.8		
DISEASE:12820												98727				
DISEASE:12821												98734				
DISEASE:12822												98733				
DISEASE:12823												583612		Q87.8		
DISEASE:12824												98732				
DISEASE:12825												583856	DB98.4	I82.8		
DISEASE:12826												98738				
DISEASE:12827												583861	DD30.2	K55.0		
DISEASE:12828												98737				
DISEASE:12829												98736				
DISEASE:12830												98742				
DISEASE:12831												98741				
DISEASE:12832												98740				
DISEASE:12833												98739				
DISEASE:12834												98713				
DISEASE:12835												98714				
DISEASE:12836												98711				
DISEASE:12837												98712				
DISEASE:12838												98717				
DISEASE:12839												98718				
DISEASE:12840												98716				
DISEASE:12841												98721				
DISEASE:12843												98719				
DISEASE:12844												98720				
DISEASE:12846												98726				
DISEASE:12849												98696				
DISEASE:12850												98695				
DISEASE:12851												98698				
DISEASE:12852												98697				
DISEASE:12853												98700				
DISEASE:12854												98699				
DISEASE:12855												98702				
DISEASE:12856												98701				
DISEASE:12857												98704				
DISEASE:12858												98703				
DISEASE:12859												98706		E70.3		
DISEASE:12860												98708				
DISEASE:12861												98710				
DISEASE:12862												98709				
DISEASE:12863												98681				
DISEASE:12864												98682		H50.8		
DISEASE:12865												98683				
DISEASE:12866												98684				
DISEASE:12867												98685				
DISEASE:12868												98686	9C81.1	H49.1		
DISEASE:12869												98687				
DISEASE:12870												98688	9C82.4			
DISEASE:12871												98689				
DISEASE:12872												98690				
DISEASE:12873												98691				
DISEASE:12874												583097	EF02.1	Q87.3		
DISEASE:12875												98692				
DISEASE:12876												98693				
DISEASE:12877												98694				
DISEASE:12878												98798		Q98.6		
DISEASE:12879												98797		Q98.6		
DISEASE:12880												98795	LD90.0	Q93.5		
DISEASE:12881												98794	LD90.0	Q93.5		
DISEASE:12882												98793	LD90.3	Q87.1		
DISEASE:12902												98769	8A03.16	G11.2		10477
DISEASE:12903												98747				
DISEASE:12904												580940		Q87.8		
DISEASE:12905												98748				
DISEASE:12906												98749				
DISEASE:12907												580951	9B65.0	H31.0		
DISEASE:12908												98750				
DISEASE:12909												98743				
DISEASE:12910												98744				
DISEASE:12911												580933		Q87.8		
DISEASE:12912												98745				
DISEASE:12913												98746				
DISEASE:12918												98751				
DISEASE:12920												98752				
DISEASE:12921												98753				
DISEASE:12922												98754		Q87.1		
DISEASE:12923												98336				
DISEASE:12924												98335				
DISEASE:12925												98338				
DISEASE:12926												98337				
DISEASE:12927												98340				
DISEASE:12928												98339				
DISEASE:12929												98342				
DISEASE:12930												98341				
DISEASE:12931												98328				
DISEASE:12932												98327				
DISEASE:12933												98330				
DISEASE:12934												98329				
DISEASE:12935												98332				
DISEASE:12936												98331				
DISEASE:12937												98334				
DISEASE:12938												98333				
DISEASE:12939												98352				
DISEASE:12940												98353				
DISEASE:12941												98356				
DISEASE:12942												98357				
DISEASE:12943												98343				
DISEASE:12944												98345				
DISEASE:12945												580572		C25.8		
DISEASE:12946												98349				
DISEASE:12947												98305	LD27.6			12597
DISEASE:12948												98310				
DISEASE:12949												98309				
DISEASE:12951												98298				
DISEASE:12952												98297				
DISEASE:12953												98296				
DISEASE:12954												98301				
DISEASE:12956												98299				
DISEASE:12957												98321				
DISEASE:12958												98322				
DISEASE:12959												98319				
DISEASE:12960												98320				
DISEASE:12961												98325				
DISEASE:12962												98326				
DISEASE:12963												98323				
DISEASE:12964												98324				
DISEASE:12965												98313				
DISEASE:12966												98314				
DISEASE:12967												98311				
DISEASE:12968												98312				
DISEASE:12969												98317				
DISEASE:12970												98318				
DISEASE:12971												98315				
DISEASE:12972												98316				
DISEASE:12973												576232		Q21.2		
DISEASE:12974												576235		Q21.2		
DISEASE:12975												576227		Q21.2		
DISEASE:12976												98396				
DISEASE:12978												575553		I67.8		
DISEASE:12980												576742				
DISEASE:12981												98415	3A03.Y			
DISEASE:12982												576379	8E01.0	A81.0		
DISEASE:12983												576356				
DISEASE:12984												576349	4A60.1	D89.8		
DISEASE:12985												576370	8E01.2	A81.0		
DISEASE:12986												576360				
DISEASE:12987												576242	LA87.42	Q21.2		
DISEASE:12988												98408				
DISEASE:12989												576283		Q87.8		
DISEASE:12990												576278		Q87.8		
DISEASE:12991												573163				
DISEASE:12992												98374	3A10.Y	D55.3		
DISEASE:12993												573253	LA07.1	Q06.2		
DISEASE:12994												98372	3A10.Y	D55.2		
DISEASE:12995												98370	3A10.0			
DISEASE:12996												98369				
DISEASE:12999												98364				
DISEASE:13002												98360				
DISEASE:13003												574957	4A00.2	D84.8		
DISEASE:13004												574918		D84.8		
DISEASE:13005												573278		Q06.2		1851
DISEASE:13006												98455	3B62.00			
DISEASE:13007												98456	3B62.3			
DISEASE:13008												98464				
DISEASE:13009												98468				
DISEASE:13010												98469				
DISEASE:13011												98470				
DISEASE:13014												572385	LD26.1	Q73.8		
DISEASE:13015												572361		Q10.3		
DISEASE:13018												572428		J84.0		
DISEASE:13020												98435				
DISEASE:13021												572543		G12.1		
DISEASE:13022												572550		G12.1		
DISEASE:13023												572773		Q87.1		
DISEASE:13024												98454				
DISEASE:13025												572798	5C53.2Y	E88.8		
DISEASE:13028												98523	LD20.01			10977;8168
DISEASE:13029												98519				
DISEASE:13030												98520				
DISEASE:13031												98531				
DISEASE:13032												98532				
DISEASE:13033												98534				
DISEASE:13034												98527				
DISEASE:13035												98528				
DISEASE:13036												98529				
DISEASE:13037												98530				
DISEASE:13038												98540				
DISEASE:13039												98539				
DISEASE:13040												572013		Q04.8		
DISEASE:13041												98542				
DISEASE:13042												98535				
DISEASE:13043												98538				
DISEASE:13045												572354		Q10.3		
DISEASE:13046												98549				
DISEASE:13047												98544				
DISEASE:13048												98543				
DISEASE:13049												570762	BB40	I33.0		
DISEASE:13050												98494				
DISEASE:13051												570491	5C53.23	E88.8		
DISEASE:13053												570470		T62.2		
DISEASE:13054												570438	2A81.Y	D47.7		
DISEASE:13055												570431		D47.7		
DISEASE:13056												570422	5C51.4Y	E88.8		
DISEASE:13057												570371		E26.8		
